weather_id,record_datetime,weather_condition,temperature_c,rain_intensity,visibility_level
3758,2024-08-14 12:00:00,Cloudy,28.1,1,6
3759,2024-09-21 11:00:00,Sunny,28.6,0,9
3760,2024-11-19 20:00:00,Foggy,20.0,0,6
3761,2024-05-04 22:00:00,Sunny,28.6,0,9
3762,2024-05-01 02:00:00,Sunny,28.0,0,9
3763,2024-03-02 22:00:00,Cloudy,22.4,1,9
3764,2024-05-16 22:00:00,Sunny,29.6,0,9
3765,2024-02-25 16:00:00,Sunny,28.5,0,10
3766,2024-12-23 15:00:00,Sunny,28.0,0,8
3767,2024-02-11 13:00:00,Sunny,26.0,0,10
3768,2024-03-06 04:00:00,Rainy,21.6,2,4
3769,2024-01-09 14:00:00,Sunny,29.3,0,10
3770,2024-07-28 01:00:00,Sunny,26.9,0,9
3771,2024-09-12 21:00:00,Sunny,30.0,0,10
3772,2024-05-08 16:00:00,Foggy,19.0,0,4
3773,2024-05-29 01:00:00,Cloudy,22.4,1,7
3774,2024-09-12 10:00:00,Rainy,17.5,3,3
3775,2024-12-12 08:00:00,Cloudy,20.5,1,7
3776,2024-01-21 17:00:00,Sunny,28.9,0,9
3777,2024-07-17 22:00:00,Cloudy,20.3,0,8
3778,2024-05-03 03:00:00,Sunny,25.5,0,10
3779,2024-12-05 17:00:00,Cloudy,19.8,0,6
3780,2024-08-18 07:00:00,Sunny,27.8,0,8
3781,2024-11-01 18:00:00,Rainy,18.7,10,5
3782,2024-08-18 23:00:00,Rainy,18.3,10,2
3783,2024-06-12 11:00:00,Sunny,25.9,0,8
3784,2024-10-02 23:00:00,Rainy,16.7,9,3
3785,2024-11-23 23:00:00,Sunny,28.9,0,8
3786,2024-12-20 21:00:00,Foggy,18.9,0,3
3787,2024-08-06 19:00:00,Sunny,28.6,0,10
3788,2024-05-17 04:00:00,Rainy,17.2,10,5
3789,2024-11-01 18:00:00,Sunny,28.4,0,8
3790,2024-10-18 00:00:00,Foggy,22.6,0,5
3791,2024-11-30 19:00:00,Cloudy,25.2,1,6
3792,2024-08-07 11:00:00,Sunny,27.2,0,8
3793,2024-12-05 16:00:00,Cloudy,24.5,1,8
3794,2024-12-26 03:00:00,Rainy,18.5,6,2
3795,2024-03-01 21:00:00,Foggy,20.0,0,4
3796,2024-04-28 08:00:00,Sunny,27.3,0,10
3797,2024-02-02 05:00:00,Cloudy,23.7,0,6
3798,2024-08-28 03:00:00,Rainy,19.4,8,3
3799,2024-12-13 01:00:00,Rainy,17.0,2,5
3800,2024-01-31 12:00:00,Cloudy,22.0,0,8
3801,2024-05-06 18:00:00,Rainy,16.2,3,5
3802,2024-02-19 19:00:00,Foggy,16.8,0,5
3803,2024-01-11 15:00:00,Cloudy,21.6,1,7
3804,2024-05-20 15:00:00,Sunny,28.3,0,9
3805,2024-01-04 05:00:00,Rainy,17.2,3,4
3806,2024-09-23 04:00:00,Rainy,20.0,7,3
3807,2024-10-01 09:00:00,Foggy,20.1,0,5
3808,2024-06-17 01:00:00,Sunny,24.1,0,8
3809,2024-07-30 10:00:00,Cloudy,25.3,1,9
3810,2024-07-05 02:00:00,Sunny,29.6,0,10
3811,2024-10-09 09:00:00,Cloudy,22.0,0,9
3812,2024-11-29 06:00:00,Sunny,28.8,0,8
3813,2024-09-26 23:00:00,Sunny,26.3,0,8
3814,2024-03-28 23:00:00,Sunny,28.2,0,9
3815,2024-03-19 02:00:00,Cloudy,21.5,0,6
3816,2024-02-15 09:00:00,Sunny,24.4,0,9
3817,2024-04-24 06:00:00,Sunny,27.2,0,9
3818,2024-07-13 10:00:00,Rainy,18.8,6,5
3819,2024-03-15 01:00:00,Cloudy,23.2,1,8
3820,2024-05-17 23:00:00,Foggy,17.6,0,6
3821,2024-05-17 01:00:00,Rainy,18.2,10,5
3822,2024-11-16 03:00:00,Sunny,28.5,0,8
3823,2024-01-26 23:00:00,Cloudy,23.9,0,7
3824,2024-02-27 01:00:00,Foggy,20.4,0,4
3825,2024-06-14 00:00:00,Foggy,18.7,0,3
3826,2024-04-07 10:00:00,Cloudy,26.3,1,9
3827,2024-05-23 15:00:00,Cloudy,21.6,0,7
3828,2024-04-14 06:00:00,Cloudy,25.0,0,6
3829,2024-04-29 19:00:00,Sunny,30.4,0,9
3830,2024-02-08 12:00:00,Sunny,29.0,0,8
3831,2024-07-18 04:00:00,Sunny,27.6,0,8
3832,2024-05-12 16:00:00,Cloudy,22.9,0,7
3833,2024-10-26 14:00:00,Sunny,30.1,0,10
3834,2024-02-17 08:00:00,Sunny,25.2,0,9
3835,2024-04-19 23:00:00,Foggy,18.1,0,5
3836,2024-02-08 17:00:00,Sunny,27.2,0,9
3837,2024-10-06 20:00:00,Sunny,30.5,0,8
3838,2024-08-07 14:00:00,Cloudy,24.8,0,7
3839,2024-03-11 20:00:00,Sunny,26.1,0,8
3840,2024-01-03 08:00:00,Cloudy,23.4,0,9
3841,2024-06-02 06:00:00,Cloudy,22.8,1,6
3842,2024-02-20 11:00:00,Foggy,18.6,0,3
3843,2024-09-20 13:00:00,Sunny,30.0,0,9
3844,2024-09-21 00:00:00,Sunny,25.3,0,10
3845,2024-06-19 16:00:00,Cloudy,27.2,0,9
3846,2024-11-06 14:00:00,Sunny,29.7,0,10
3847,2024-09-02 20:00:00,Cloudy,26.2,0,9
3848,2024-04-29 00:00:00,Sunny,27.1,0,9
3849,2024-04-19 10:00:00,Rainy,18.7,8,4
3850,2024-10-21 17:00:00,Sunny,25.1,0,8
3851,2024-01-30 01:00:00,Foggy,19.0,0,4
3852,2024-03-26 08:00:00,Cloudy,25.0,0,9
3853,2024-05-22 01:00:00,Foggy,22.6,0,5
3854,2024-11-10 10:00:00,Rainy,16.8,8,5
3855,2024-11-12 10:00:00,Cloudy,23.3,1,9
3856,2024-09-29 07:00:00,Sunny,27.7,0,9
3857,2024-05-20 13:00:00,Sunny,25.2,0,10
3858,2024-05-10 08:00:00,Sunny,29.2,0,10
3859,2024-10-05 16:00:00,Cloudy,22.6,1,9
3860,2024-05-25 18:00:00,Sunny,27.6,0,9
3861,2024-03-15 04:00:00,Sunny,27.1,0,9
3862,2024-10-08 08:00:00,Cloudy,22.4,1,8
3863,2024-08-18 12:00:00,Sunny,28.0,0,8
3864,2024-12-19 06:00:00,Cloudy,23.6,0,9
3865,2024-05-20 22:00:00,Cloudy,23.3,1,6
3866,2024-04-27 15:00:00,Sunny,26.5,0,10
3867,2024-04-16 09:00:00,Sunny,28.6,0,10
3868,2024-10-07 18:00:00,Cloudy,27.3,0,7
3869,2024-03-30 03:00:00,Sunny,28.3,0,8
3870,2024-08-03 20:00:00,Foggy,22.0,0,6
3871,2024-02-14 14:00:00,Cloudy,21.2,0,6
3872,2024-02-06 00:00:00,Sunny,28.3,0,8
3873,2024-08-01 21:00:00,Sunny,25.8,0,8
3874,2024-04-12 19:00:00,Rainy,16.0,7,3
3875,2024-09-04 18:00:00,Rainy,17.5,6,2
3876,2024-11-20 07:00:00,Cloudy,26.4,1,9
3877,2024-07-16 19:00:00,Sunny,29.9,0,8
3878,2024-04-19 02:00:00,Sunny,28.5,0,10
3879,2024-10-10 10:00:00,Rainy,15.9,4,3
3880,2024-10-06 16:00:00,Sunny,27.6,0,10
3881,2024-11-16 13:00:00,Sunny,28.6,0,10
3882,2024-03-18 09:00:00,Cloudy,24.4,1,7
3883,2024-03-07 06:00:00,Cloudy,20.3,0,9
3884,2024-09-17 01:00:00,Foggy,18.2,0,4
3885,2024-01-14 14:00:00,Cloudy,23.9,1,7
3886,2024-05-04 03:00:00,Cloudy,25.1,1,9
3887,2024-08-22 17:00:00,Cloudy,19.6,0,9
3888,2024-09-09 13:00:00,Foggy,19.7,0,3
3889,2024-07-23 20:00:00,Sunny,28.3,0,8
3890,2024-05-14 13:00:00,Cloudy,25.7,0,6
3891,2024-02-26 17:00:00,Rainy,20.4,7,4
3892,2024-01-11 21:00:00,Sunny,29.2,0,9
3893,2024-09-06 07:00:00,Cloudy,22.4,1,7
3894,2024-12-16 11:00:00,Foggy,16.2,0,4
3895,2024-01-17 00:00:00,Sunny,27.2,0,10
3896,2024-06-12 00:00:00,Cloudy,26.0,0,6
3897,2024-10-22 13:00:00,Cloudy,26.8,1,9
3898,2024-11-08 17:00:00,Sunny,29.4,0,9
3899,2024-03-30 04:00:00,Cloudy,24.9,1,6
3900,2024-01-14 02:00:00,Foggy,20.8,0,3
3901,2024-11-16 22:00:00,Sunny,26.9,0,8
3902,2024-07-03 12:00:00,Sunny,27.7,0,8
3903,2024-12-15 22:00:00,Cloudy,27.3,1,8
3904,2024-10-04 23:00:00,Foggy,18.1,0,6
3905,2024-06-27 13:00:00,Cloudy,27.2,0,8
3906,2024-07-01 01:00:00,Cloudy,23.4,1,8
3907,2024-02-27 21:00:00,Sunny,30.7,0,9
3908,2024-12-13 08:00:00,Foggy,17.2,0,5
3909,2024-03-28 17:00:00,Foggy,21.2,0,3
3910,2024-06-14 20:00:00,Foggy,18.5,0,3
3911,2024-02-14 08:00:00,Sunny,25.2,0,9
3912,2024-02-29 15:00:00,Sunny,28.4,0,8
3913,2024-01-10 04:00:00,Foggy,22.0,0,3
3914,2024-04-16 15:00:00,Cloudy,22.3,1,6
3915,2024-03-13 05:00:00,Cloudy,21.0,1,8
3916,2024-05-16 04:00:00,Cloudy,23.8,0,7
3917,2024-03-03 14:00:00,Rainy,18.8,3,3
3918,2024-10-22 13:00:00,Cloudy,25.1,0,6
3919,2024-05-23 12:00:00,Foggy,21.9,0,4
3920,2024-09-21 02:00:00,Sunny,27.9,0,8
3921,2024-05-11 12:00:00,Sunny,31.7,0,10
3922,2024-05-07 00:00:00,Cloudy,24.4,0,9
3923,2024-05-06 05:00:00,Cloudy,23.3,0,9
3924,2024-05-14 23:00:00,Cloudy,20.8,0,7
3925,2024-05-09 06:00:00,Sunny,27.5,0,10
3926,2024-05-07 16:00:00,Cloudy,23.3,0,7
3927,2024-04-20 21:00:00,Foggy,21.9,0,4
3928,2024-07-21 13:00:00,Sunny,28.9,0,10
3929,2024-10-18 04:00:00,Cloudy,21.6,1,7
3930,2024-06-13 08:00:00,Sunny,28.3,0,9
3931,2024-04-20 02:00:00,Cloudy,25.3,1,8
3932,2024-12-03 04:00:00,Sunny,31.1,0,8
3933,2024-02-11 05:00:00,Sunny,29.8,0,10
3934,2024-10-31 10:00:00,Cloudy,25.5,1,6
3935,2024-03-01 05:00:00,Sunny,28.1,0,10
3936,2024-02-14 23:00:00,Sunny,28.8,0,9
3937,2024-09-01 11:00:00,Cloudy,26.5,1,9
3938,2024-12-07 03:00:00,Cloudy,21.3,1,8
3939,2024-08-01 23:00:00,Sunny,27.3,0,9
3940,2024-04-26 10:00:00,Cloudy,22.5,0,7
3941,2024-10-06 17:00:00,Sunny,28.8,0,9
3942,2024-10-02 06:00:00,Cloudy,26.5,1,8
3943,2024-04-14 05:00:00,Cloudy,22.8,1,9
3944,2024-10-13 10:00:00,Sunny,23.2,0,9
3945,2024-09-17 09:00:00,Rainy,18.2,4,4
3946,2024-09-06 15:00:00,Rainy,20.8,4,5
3947,2024-04-27 22:00:00,Sunny,29.1,0,10
3948,2024-05-28 03:00:00,Sunny,28.9,0,8
3949,2024-11-18 09:00:00,Sunny,27.4,0,9
3950,2024-05-15 00:00:00,Sunny,25.4,0,9
3951,2024-04-18 01:00:00,Sunny,29.0,0,9
3952,2024-07-08 13:00:00,Sunny,26.3,0,10
3953,2024-12-06 17:00:00,Sunny,32.4,0,9
3954,2024-02-10 19:00:00,Cloudy,25.1,0,9
3955,2024-02-15 16:00:00,Sunny,26.8,0,8
3956,2024-04-06 13:00:00,Rainy,17.8,9,4
3957,2024-05-27 17:00:00,Sunny,27.8,0,9
3958,2024-04-18 06:00:00,Cloudy,23.5,0,8
3959,2024-10-19 20:00:00,Sunny,30.2,0,9
3960,2024-08-20 20:00:00,Cloudy,24.4,0,8
3961,2024-11-19 06:00:00,Cloudy,22.5,0,8
3962,2024-09-09 14:00:00,Sunny,31.8,0,9
3963,2024-06-08 08:00:00,Cloudy,24.1,0,8
3964,2024-07-10 12:00:00,Rainy,20.5,7,5
3965,2024-03-27 18:00:00,Cloudy,22.8,1,7
3966,2024-06-19 01:00:00,Rainy,19.7,5,3
3967,2024-08-01 23:00:00,Cloudy,24.6,1,6
3968,2024-04-11 06:00:00,Cloudy,20.2,0,9
3969,2024-11-11 20:00:00,Cloudy,28.0,0,9
3970,2024-11-02 20:00:00,Cloudy,26.6,1,6
3971,2024-07-07 13:00:00,Sunny,27.2,0,8
3972,2024-11-19 09:00:00,Cloudy,21.8,1,6
3973,2024-01-03 02:00:00,Sunny,28.7,0,10
3974,2024-11-25 10:00:00,Sunny,28.2,0,10
3975,2024-11-26 21:00:00,Cloudy,24.7,1,8
3976,2024-05-08 11:00:00,Rainy,19.4,10,3
3977,2024-02-11 08:00:00,Rainy,20.0,3,4
3978,2024-06-18 10:00:00,Cloudy,26.9,0,8
3979,2024-01-08 10:00:00,Foggy,21.1,0,6
3980,2024-04-08 08:00:00,Sunny,25.9,0,8
3981,2024-10-14 16:00:00,Sunny,30.7,0,8
3982,2024-04-10 18:00:00,Sunny,31.3,0,9
3983,2024-10-30 04:00:00,Cloudy,30.3,1,7
3984,2024-07-05 17:00:00,Foggy,17.8,0,3
3985,2024-07-13 09:00:00,Cloudy,24.5,0,9
3986,2024-08-08 08:00:00,Sunny,23.8,0,8
3987,2024-08-10 21:00:00,Rainy,20.1,3,2
3988,2024-08-03 05:00:00,Cloudy,22.9,1,7
3989,2024-01-18 09:00:00,Foggy,23.8,0,6
3990,2024-05-01 12:00:00,Cloudy,22.5,1,9
3991,2024-07-12 03:00:00,Sunny,24.6,0,8
3992,2024-01-27 21:00:00,Sunny,27.1,0,10
3993,2024-03-31 00:00:00,Foggy,16.0,0,3
3994,2024-04-13 11:00:00,Cloudy,25.5,0,7
3995,2024-06-09 10:00:00,Sunny,23.9,0,8
3996,2024-08-31 18:00:00,Sunny,28.1,0,9
3997,2024-08-22 13:00:00,Sunny,23.8,0,9
3998,2024-09-30 10:00:00,Foggy,19.4,0,6
3999,2024-04-15 19:00:00,Cloudy,27.3,1,9
4000,2024-11-02 04:00:00,Cloudy,24.7,0,7
4001,2024-06-04 05:00:00,Sunny,26.3,0,9
4002,2024-01-17 12:00:00,Sunny,27.9,0,10
4003,2024-06-02 22:00:00,Sunny,28.0,0,10
4004,2024-06-07 19:00:00,Cloudy,24.9,0,7
4005,2024-08-08 11:00:00,Rainy,16.3,4,4
4006,2024-09-27 04:00:00,Sunny,29.2,0,10
4007,2024-12-02 00:00:00,Sunny,22.6,0,9
4008,2024-10-10 06:00:00,Sunny,26.7,0,10
4009,2024-01-25 13:00:00,Cloudy,23.0,0,7
4010,2024-12-01 12:00:00,Sunny,29.3,0,10
4011,2024-02-25 00:00:00,Sunny,28.0,0,10
4012,2024-09-28 03:00:00,Cloudy,21.2,1,7
4013,2024-01-06 00:00:00,Sunny,26.0,0,10
4014,2024-09-12 12:00:00,Rainy,19.4,6,4
4015,2024-06-23 22:00:00,Cloudy,23.8,0,7
4016,2024-06-26 17:00:00,Sunny,26.8,0,9
4017,2024-07-13 19:00:00,Sunny,27.0,0,10
4018,2024-05-19 16:00:00,Cloudy,25.4,1,9
4019,2024-09-21 12:00:00,Sunny,27.0,0,8
4020,2024-05-16 15:00:00,Foggy,19.8,0,4
4021,2024-05-26 07:00:00,Foggy,24.3,0,5
4022,2024-09-03 09:00:00,Foggy,17.2,0,5
4023,2024-05-28 00:00:00,Cloudy,20.3,0,8
4024,2024-05-27 17:00:00,Cloudy,25.6,1,6
4025,2024-05-20 20:00:00,Foggy,18.6,0,5
4026,2024-11-08 13:00:00,Cloudy,23.4,1,8
4027,2024-11-23 19:00:00,Rainy,17.4,4,5
4028,2024-02-23 00:00:00,Cloudy,23.5,1,7
4029,2024-02-04 03:00:00,Cloudy,27.2,0,6
4030,2024-01-01 00:00:00,Foggy,21.6,0,5
4031,2024-04-18 21:00:00,Sunny,29.7,0,9
4032,2024-05-26 23:00:00,Sunny,25.2,0,9
4033,2024-02-21 22:00:00,Cloudy,21.7,1,8
4034,2024-01-16 06:00:00,Sunny,22.3,0,10
4035,2024-03-22 23:00:00,Sunny,26.4,0,8
4036,2024-11-07 22:00:00,Sunny,29.9,0,9
4037,2024-01-21 17:00:00,Rainy,20.0,5,2
4038,2024-04-29 04:00:00,Foggy,19.6,0,6
4039,2024-06-09 07:00:00,Sunny,28.0,0,8
4040,2024-01-16 09:00:00,Cloudy,22.6,1,8
4041,2024-04-14 15:00:00,Cloudy,24.4,1,6
4042,2024-09-14 15:00:00,Sunny,29.5,0,9
4043,2024-10-22 05:00:00,Sunny,24.8,0,9
4044,2024-04-29 11:00:00,Foggy,20.6,0,6
4045,2024-07-10 17:00:00,Rainy,20.9,2,2
4046,2024-07-01 11:00:00,Cloudy,23.2,1,7
4047,2024-05-08 09:00:00,Sunny,29.4,0,9
4048,2024-01-02 07:00:00,Sunny,33.6,0,9
4049,2024-11-29 12:00:00,Rainy,18.8,2,5
4050,2024-07-14 14:00:00,Foggy,20.8,0,3
4051,2024-09-07 17:00:00,Sunny,26.5,0,10
4052,2024-09-11 19:00:00,Cloudy,24.4,1,7
4053,2024-08-06 22:00:00,Cloudy,24.9,1,7
4054,2024-04-28 18:00:00,Cloudy,24.4,1,9
4055,2024-08-25 04:00:00,Cloudy,22.0,1,9
4056,2024-12-03 14:00:00,Foggy,20.4,0,4
4057,2024-10-21 17:00:00,Cloudy,26.9,1,8
4058,2024-04-03 23:00:00,Sunny,28.9,0,9
4059,2024-11-14 12:00:00,Sunny,29.9,0,9
4060,2024-08-22 11:00:00,Cloudy,23.5,0,6
4061,2024-04-18 20:00:00,Cloudy,25.5,0,8
4062,2024-05-20 12:00:00,Foggy,20.6,0,4
4063,2024-02-25 19:00:00,Foggy,18.1,0,6
4064,2024-12-08 06:00:00,Foggy,20.6,0,3
4065,2024-06-22 21:00:00,Cloudy,22.0,0,6
4066,2024-08-16 14:00:00,Rainy,17.7,4,3
4067,2024-09-26 15:00:00,Cloudy,24.4,1,8
4068,2024-08-27 16:00:00,Cloudy,24.6,1,7
4069,2024-11-05 16:00:00,Cloudy,21.6,0,7
4070,2024-05-08 13:00:00,Sunny,30.1,0,10
4071,2024-04-08 13:00:00,Cloudy,25.1,0,9
4072,2024-10-04 05:00:00,Rainy,17.6,6,3
4073,2024-03-06 22:00:00,Sunny,24.9,0,8
4074,2024-01-12 01:00:00,Rainy,18.7,5,2
4075,2024-05-21 08:00:00,Sunny,27.1,0,8
4076,2024-02-18 16:00:00,Sunny,28.2,0,10
4077,2024-03-22 04:00:00,Sunny,27.3,0,9
4078,2024-01-08 05:00:00,Cloudy,20.0,1,9
4079,2024-09-21 16:00:00,Cloudy,23.2,1,8
4080,2024-10-19 12:00:00,Sunny,27.4,0,9
4081,2024-12-01 10:00:00,Cloudy,25.3,1,6
4082,2024-08-27 22:00:00,Rainy,17.6,9,4
4083,2024-11-19 07:00:00,Sunny,31.4,0,10
4084,2024-03-07 21:00:00,Foggy,16.2,0,6
4085,2024-01-19 15:00:00,Cloudy,26.6,1,9
4086,2024-02-29 06:00:00,Sunny,27.6,0,9
4087,2024-06-16 12:00:00,Cloudy,25.7,0,6
4088,2024-09-16 07:00:00,Cloudy,24.2,0,9
4089,2024-01-24 10:00:00,Cloudy,26.3,0,9
4090,2024-11-04 00:00:00,Sunny,27.2,0,10
4091,2024-03-05 19:00:00,Sunny,25.8,0,9
4092,2024-01-20 06:00:00,Sunny,30.8,0,8
4093,2024-12-08 17:00:00,Rainy,18.8,9,2
4094,2024-09-21 23:00:00,Sunny,28.4,0,9
4095,2024-06-21 20:00:00,Foggy,22.5,0,3
4096,2024-11-04 09:00:00,Cloudy,21.9,1,7
4097,2024-01-28 04:00:00,Sunny,29.2,0,8
4098,2024-10-18 07:00:00,Sunny,26.8,0,9
4099,2024-02-22 10:00:00,Sunny,27.7,0,8
4100,2024-06-19 00:00:00,Sunny,28.1,0,9
4101,2024-04-30 13:00:00,Sunny,25.0,0,10
4102,2024-07-25 08:00:00,Foggy,18.4,0,3
4103,2024-12-02 19:00:00,Sunny,30.7,0,9
4104,2024-03-20 06:00:00,Sunny,29.8,0,9
4105,2024-03-31 02:00:00,Sunny,27.9,0,8
4106,2024-12-04 16:00:00,Cloudy,24.5,0,9
4107,2024-10-20 12:00:00,Sunny,27.4,0,10
4108,2024-09-08 10:00:00,Sunny,30.7,0,10
4109,2024-11-19 08:00:00,Cloudy,23.6,0,9
4110,2024-10-15 06:00:00,Sunny,28.5,0,9
4111,2024-06-28 09:00:00,Sunny,30.3,0,8
4112,2024-11-20 00:00:00,Foggy,18.4,0,5
4113,2024-03-23 14:00:00,Cloudy,27.1,0,7
4114,2024-05-07 12:00:00,Sunny,24.9,0,8
4115,2024-06-28 13:00:00,Cloudy,27.3,1,8
4116,2024-03-20 02:00:00,Cloudy,23.3,0,9
4117,2024-04-10 14:00:00,Cloudy,23.5,0,7
4118,2024-09-23 17:00:00,Sunny,24.2,0,10
4119,2024-12-14 07:00:00,Sunny,27.1,0,8
4120,2024-12-24 02:00:00,Foggy,17.9,0,3
4121,2024-04-03 13:00:00,Cloudy,22.8,0,8
4122,2024-11-23 22:00:00,Sunny,27.7,0,8
4123,2024-11-20 02:00:00,Foggy,21.9,0,4
4124,2024-04-27 16:00:00,Cloudy,24.4,0,6
4125,2024-02-18 09:00:00,Sunny,28.6,0,10
4126,2024-12-14 01:00:00,Sunny,25.8,0,8
4127,2024-11-22 02:00:00,Sunny,26.2,0,8
4128,2024-06-17 15:00:00,Cloudy,27.6,0,7
4129,2024-06-02 20:00:00,Cloudy,22.5,1,8
4130,2024-02-10 17:00:00,Foggy,23.3,0,6
4131,2024-08-06 18:00:00,Foggy,19.5,0,3
4132,2024-05-11 11:00:00,Foggy,20.0,0,3
4133,2024-11-03 01:00:00,Cloudy,26.1,1,9
4134,2024-11-23 05:00:00,Cloudy,26.5,0,7
4135,2024-06-13 18:00:00,Cloudy,23.8,1,7
4136,2024-02-21 05:00:00,Cloudy,23.2,1,9
4137,2024-02-15 06:00:00,Cloudy,23.9,0,9
4138,2024-09-09 06:00:00,Cloudy,24.7,0,6
4139,2024-11-13 02:00:00,Sunny,29.8,0,9
4140,2024-08-11 07:00:00,Cloudy,24.0,1,8
4141,2024-09-20 13:00:00,Rainy,20.2,9,5
4142,2024-11-16 09:00:00,Foggy,23.3,0,4
4143,2024-11-30 06:00:00,Sunny,28.8,0,10
4144,2024-06-20 18:00:00,Rainy,19.6,10,2
4145,2024-12-16 13:00:00,Cloudy,21.0,1,8
4146,2024-06-12 10:00:00,Sunny,22.7,0,9
4147,2024-05-10 23:00:00,Cloudy,24.8,1,8
4148,2024-07-09 03:00:00,Foggy,19.8,0,6
4149,2024-05-08 13:00:00,Sunny,27.0,0,9
4150,2024-07-20 09:00:00,Foggy,20.5,0,4
4151,2024-09-03 18:00:00,Sunny,27.9,0,10
4152,2024-11-11 20:00:00,Cloudy,26.3,1,7
4153,2024-07-17 23:00:00,Cloudy,24.2,0,6
4154,2024-05-04 23:00:00,Cloudy,22.5,0,8
4155,2024-09-12 23:00:00,Foggy,22.0,0,6
4156,2024-07-03 19:00:00,Sunny,27.6,0,9
4157,2024-04-09 21:00:00,Rainy,20.1,9,4
4158,2024-06-21 09:00:00,Sunny,27.0,0,8
4159,2024-09-25 08:00:00,Sunny,26.7,0,9
4160,2024-06-22 22:00:00,Sunny,28.2,0,8
4161,2024-12-14 22:00:00,Rainy,19.0,9,4
4162,2024-02-04 19:00:00,Cloudy,25.0,0,8
4163,2024-11-21 04:00:00,Rainy,18.5,9,2
4164,2024-04-05 09:00:00,Cloudy,20.3,1,6
4165,2024-02-07 04:00:00,Sunny,27.1,0,9
4166,2024-07-08 08:00:00,Sunny,29.6,0,8
4167,2024-07-02 05:00:00,Sunny,27.4,0,10
4168,2024-10-15 22:00:00,Sunny,27.5,0,8
4169,2024-02-10 21:00:00,Sunny,30.0,0,10
4170,2024-07-08 05:00:00,Sunny,26.6,0,9
4171,2024-06-06 08:00:00,Sunny,24.9,0,8
4172,2024-07-01 02:00:00,Sunny,27.7,0,10
4173,2024-04-13 13:00:00,Rainy,18.0,7,3
4174,2024-08-04 05:00:00,Sunny,26.1,0,10
4175,2024-09-18 15:00:00,Foggy,19.6,0,4
4176,2024-01-12 21:00:00,Sunny,29.0,0,10
4177,2024-11-27 22:00:00,Rainy,19.0,3,4
4178,2024-10-04 10:00:00,Sunny,28.6,0,8
4179,2024-04-23 01:00:00,Sunny,31.6,0,9
4180,2024-07-09 18:00:00,Foggy,19.3,0,4
4181,2024-07-29 14:00:00,Sunny,28.6,0,8
4182,2024-05-25 16:00:00,Cloudy,23.0,1,9
4183,2024-10-05 21:00:00,Sunny,26.3,0,8
4184,2024-09-19 11:00:00,Cloudy,22.8,1,7
4185,2024-01-16 17:00:00,Foggy,19.0,0,6
4186,2024-12-01 13:00:00,Cloudy,24.7,1,7
4187,2024-01-15 03:00:00,Cloudy,28.7,1,8
4188,2024-05-20 06:00:00,Cloudy,22.6,1,9
4189,2024-02-22 19:00:00,Sunny,27.2,0,10
4190,2024-10-02 19:00:00,Cloudy,23.9,1,7
4191,2024-08-29 03:00:00,Sunny,28.8,0,9
4192,2024-06-06 14:00:00,Cloudy,24.5,0,8
4193,2024-01-17 13:00:00,Sunny,30.6,0,9
4194,2024-11-04 17:00:00,Cloudy,19.1,0,6
4195,2024-08-23 15:00:00,Cloudy,19.2,0,9
4196,2024-12-01 03:00:00,Sunny,27.0,0,8
4197,2024-03-02 01:00:00,Cloudy,26.2,1,9
4198,2024-07-02 17:00:00,Cloudy,20.9,1,7
4199,2024-11-22 16:00:00,Sunny,22.0,0,9
4200,2024-12-19 01:00:00,Sunny,29.1,0,8
4201,2024-09-17 09:00:00,Cloudy,24.5,0,6
4202,2024-03-02 10:00:00,Sunny,25.8,0,8
4203,2024-02-04 04:00:00,Cloudy,22.0,0,6
4204,2024-06-23 04:00:00,Sunny,26.1,0,10
4205,2024-10-24 13:00:00,Cloudy,24.2,1,7
4206,2024-06-05 09:00:00,Sunny,26.7,0,8
4207,2024-06-07 06:00:00,Cloudy,25.0,0,6
4208,2024-04-30 02:00:00,Foggy,14.3,0,3
4209,2024-10-15 22:00:00,Sunny,26.3,0,9
4210,2024-01-12 17:00:00,Foggy,17.7,0,4
4211,2024-02-22 14:00:00,Foggy,19.5,0,4
4212,2024-07-02 16:00:00,Sunny,26.9,0,8
4213,2024-12-30 12:00:00,Foggy,21.6,0,4
4214,2024-09-08 20:00:00,Sunny,24.3,0,9
4215,2024-06-16 16:00:00,Cloudy,24.1,0,7
4216,2024-04-27 06:00:00,Foggy,21.1,0,5
4217,2024-12-07 22:00:00,Foggy,23.7,0,3
4218,2024-04-02 03:00:00,Cloudy,23.0,0,9
4219,2024-04-16 10:00:00,Sunny,28.6,0,9
4220,2024-09-07 16:00:00,Foggy,16.4,0,4
4221,2024-06-16 19:00:00,Cloudy,19.2,1,9
4222,2024-04-20 15:00:00,Cloudy,25.7,0,7
4223,2024-09-14 15:00:00,Cloudy,24.0,0,6
4224,2024-11-10 13:00:00,Sunny,30.4,0,9
4225,2024-10-02 17:00:00,Cloudy,21.3,1,9
4226,2024-12-20 18:00:00,Foggy,21.0,0,6
4227,2024-10-03 14:00:00,Sunny,31.7,0,10
4228,2024-04-23 22:00:00,Foggy,20.8,0,6
4229,2024-01-25 20:00:00,Cloudy,24.6,1,7
4230,2024-09-07 21:00:00,Sunny,28.0,0,10
4231,2024-10-08 12:00:00,Foggy,16.9,0,3
4232,2024-09-12 01:00:00,Sunny,30.7,0,9
